%% LaTeX2e file `div_ciu_oscar_extrapolated.data'
%% generated by the `filecontents' environment
%% from source `ThiagoRibeiroTCC' on 2015/12/02.
%%
# MOPS  Power [mW]
1 68.13
2 79.15
3 68.20
4 69.17
5 79.91
6 68.23
7 70.12
8 68.79
9 69.87
10 60.81
